,x,y
27276,65,72
27277,43,52
27278,71,56
27279,25,76
27280,63,28
27281,42,22
27282,41,76
27283,47,52
27284,13,18
27285,29,4
27286,97,42
27287,25,17
27288,21,58
27289,28,36
27290,89,66
27291,46,89
27292,85,22
27293,19,20
27294,65,0
27295,56,68
27296,71,4
27297,88,31
27298,0,21
27299,63,61
27300,48,17
27301,85,99
27302,88,87
27303,58,24
27304,0,70
27305,31,25
27306,98,75
27307,20,20
27308,13,37
27309,28,77
27310,17,88
27311,45,65
27312,57,19
27313,98,53
27314,83,76
27315,12,89
27316,21,54
27317,96,78
27318,94,48
27319,5,6
27320,4,23
27321,69,60
27322,3,74
27323,17,80
27324,9,78
27325,80,88
27326,15,12
27327,8,99
27328,85,40
27329,29,71
27330,77,15
27331,10,38
27332,27,97
27333,12,53
27334,86,4
27335,59,89
27336,65,44
27337,38,40
27338,28,83
27339,43,28
27340,91,3
27341,62,39
27342,69,39
27343,68,11
27344,66,74
27345,90,81
27346,0,89
27347,32,83
27348,77,26
27349,11,46
27350,0,9
27351,59,57
27352,70,46
27353,8,25
27354,80,99
27355,14,52
27356,57,22
27357,66,4
27358,45,76
27359,32,51
27360,3,70
27361,25,15
27362,12,97
27363,71,1
27364,1,55
27365,56,35
27366,57,33
27367,39,96
27368,67,99
27369,38,6
27370,60,95
27371,86,28
27372,15,48
27373,87,81
27374,87,29
27375,26,22
27376,3,33
27377,32,13
27378,44,12
27379,72,65
27380,26,53
27381,46,39
27382,86,9
27383,27,33
27384,98,23
27385,57,82
27386,24,45
27387,51,51
27388,78,11
27389,39,57
27390,7,66
27391,26,70
27392,32,27
27393,6,20
27394,71,77
27395,50,78
27396,45,40
27397,33,35
27398,86,89
27399,85,53
27400,89,17
27401,9,53
27402,31,56
27403,66,5
27404,94,58
27405,42,67
27406,63,79
27407,62,96
27408,81,16
27409,5,51
27410,10,89
27411,92,91
27412,6,32
27413,51,97
27414,7,85
27415,14,8
27416,46,29
27417,21,30
27418,83,87
27419,31,96
27420,7,70
27421,38,25
27422,63,53
27423,72,14
27424,69,20
27425,2,22
27426,28,14
27427,1,37
27428,51,31
27429,15,72
27430,18,35
27431,47,7
27432,53,54
27433,49,2
27434,92,68
27435,25,13
27436,0,55
27437,94,67
27438,61,51
27439,74,49
27440,68,65
27441,23,66
27442,59,0
27443,69,16
27444,3,56
27445,21,70
27446,38,21
27447,41,78
27448,3,63
27449,27,97
27450,80,82
27451,39,77
27452,61,46
27453,81,19
27454,63,20
27455,53,27
27456,82,53
27457,12,41
27458,11,38
27459,98,44
27460,95,85
27461,82,35
27462,28,13
27463,26,85
27464,56,86
27465,59,59
27466,81,85
27467,80,28
27468,96,20
27469,93,4
27470,8,55
27471,93,70
27472,94,18
27473,56,24
27474,59,87
27475,28,64
27476,71,8
27477,5,58
27478,77,62
27479,81,73
27480,41,60
27481,60,6
27482,84,62
27483,31,36
27484,60,67
27485,51,22
27486,89,41
27487,4,34
27488,48,52
27489,83,14
27490,2,2
27491,11,85
27492,40,66
27493,26,21
27494,8,8
27495,54,41
27496,20,89
27497,82,36
27498,90,72
27499,76,39
27500,57,3
27501,91,52
27502,70,32
27503,0,83
27504,76,65
27505,24,9
27506,53,94
27507,92,46
27508,15,77
27509,97,9
27510,92,76
27511,47,27
27512,34,12
27513,60,40
27514,85,84
27515,37,85
27516,12,83
27517,31,81
27518,98,80
27519,51,39
27520,45,17
27521,40,1
27522,56,20
27523,56,68
27524,16,37
27525,47,80
27526,55,96
27527,24,11
27528,99,64
27529,5,69
27530,12,54
27531,35,1
27532,90,58
27533,49,79
27534,90,71
27535,48,97
27536,83,24
27537,31,37
27538,69,36
27539,67,12
27540,66,84
27541,82,28
27542,90,81
27543,84,39
27544,86,60
27545,80,19
27546,32,69
27547,95,76
27548,27,27
27549,37,56
27550,0,52
27551,85,96
27552,58,47
27553,28,71
27554,63,45
27555,99,91
27556,39,45
27557,46,38
27558,18,36
27559,20,47
27560,4,9
27561,0,44
27562,83,41
27563,39,30
27564,38,83
27565,3,79
27566,27,10
27567,13,55
27568,2,1
27569,42,56
27570,45,42
27571,24,36
27572,92,83
27573,90,79
27574,97,45
27575,41,67
27576,82,42
27577,50,44
27578,20,76
27579,41,64
27580,81,84
27581,36,58
27582,12,6
27583,0,20
27584,37,91
27585,6,80
27586,66,73
27587,66,92
27588,22,23
27589,65,6
27590,36,67
27591,34,51
27592,27,37
27593,56,81
27594,34,34
27595,5,88
27596,35,6
27597,57,82
27598,83,93
27599,55,23
27600,50,98
27601,5,39
27602,72,28
27603,96,91
27604,61,59
27605,44,44
27606,84,39
27607,56,82
27608,55,43
27609,57,16
27610,9,91
27611,46,83
27612,23,39
27613,19,18
27614,46,62
27615,28,93
27616,16,78
27617,63,97
27618,26,9
27619,2,96
27620,56,87
27621,71,89
27622,30,79
27623,17,17
27624,41,34
27625,6,81
27626,3,87
27627,12,38
27628,15,27
27629,51,68
27630,68,59
27631,59,99
27632,33,48
27633,39,39
27634,67,98
27635,90,22
27636,20,98
27637,28,46
27638,20,57
27639,44,95
27640,59,69
27641,49,64
27642,51,25
27643,70,92
27644,16,13
27645,33,16
27646,62,82
27647,31,39
27648,96,92
27649,17,20
27650,43,58
27651,87,31
27652,44,86
27653,50,74
27654,54,78
27655,47,35
27656,13,87
27657,85,84
27658,91,83
27659,72,68
27660,13,3
27661,22,80
27662,85,72
27663,0,3
27664,46,90
27665,96,96
27666,15,5
27667,55,66
27668,48,64
27669,20,99
27670,8,90
27671,7,73
27672,1,43
27673,84,94
27674,80,82
27675,51,18
27676,58,64
27677,8,44
27678,6,29
27679,95,19
27680,14,16
27681,83,72
27682,45,36
27683,99,50
27684,0,48
27685,35,86
27686,4,95
27687,37,83
27688,31,74
27689,11,94
27690,67,95
27691,44,7
27692,60,49
27693,24,26
27694,35,52
27695,33,55
27696,59,27
27697,40,53
27698,64,22
27699,0,13
27700,4,42
27701,95,87
27702,85,66
27703,68,2
27704,84,43
27705,57,41
27706,27,9
27707,84,51
27708,27,8
27709,34,82
27710,53,97
27711,74,43
27712,88,34
27713,18,16
27714,7,39
27715,37,45
27716,36,62
27717,25,15
27718,62,11
27719,31,79
27720,21,84
27721,40,41
27722,20,6
27723,43,53
27724,56,43
27725,5,37
27726,5,76
27727,41,22
27728,50,53
27729,85,15
27730,63,86
27731,46,15
27732,92,34
27733,2,9
27734,54,64
27735,45,80
27736,11,28
27737,31,30
27738,33,98
27739,5,50
27740,58,78
27741,1,94
27742,90,94
27743,8,62
27744,14,16
27745,74,22
27746,3,44
27747,35,7
27748,71,0
27749,46,10
27750,2,43
27751,68,55
27752,77,58
27753,97,86
27754,40,45
27755,82,33
27756,22,51
27757,95,76
27758,87,42
27759,20,98
27760,60,66
27761,14,96
27762,81,94
27763,25,16
27764,81,74
27765,98,11
27766,72,54
27767,34,28
27768,68,96
27769,56,90
27770,9,11
27771,76,38
27772,1,48
27773,93,8
27774,43,4
27775,41,1
27776,18,2
27777,69,11
27778,2,18
27779,15,1
27780,34,94
27781,21,25
27782,87,41
27783,39,56
27784,24,43
27785,15,1
27786,25,92
27787,4,54
27788,50,15
27789,73,94
27790,28,3
27791,56,92
27792,3,32
27793,41,19
27794,17,16
27795,93,87
27796,15,90
27797,19,99
27798,39,74
27799,4,41
27800,62,52
27801,33,58
27802,92,55
27803,84,24
27804,80,58
27805,16,16
27806,27,53
27807,33,45
27808,33,52
27809,44,4
27810,8,32
27811,5,16
27812,2,38
27813,70,30
27814,41,23
27815,73,37
27816,52,63
27817,97,59
27818,98,61
27819,11,62
27820,67,84
27821,63,74
27822,4,26
27823,60,18
27824,31,61
27825,4,16
27826,98,11
27827,59,61
27828,38,68
27829,71,24
27830,23,17
27831,75,25
27832,21,35
27833,54,50
27834,48,90
27835,87,14
27836,82,4
27837,27,87
27838,41,81
27839,38,13
27840,33,2
27841,97,58
27842,8,62
27843,44,61
27844,54,97
27845,30,4
27846,22,42
27847,38,97
27848,0,71
27849,6,40
27850,18,12
27851,10,31
27852,16,50
27853,19,43
27854,81,14
27855,13,76
27856,30,57
27857,87,42
27858,98,35
27859,75,15
27860,97,38
27861,73,33
27862,26,62
27863,16,12
27864,36,40
27865,14,45
27866,26,22
27867,30,70
27868,54,33
27869,40,29
27870,96,21
27871,88,44
27872,74,40
27873,65,1
27874,93,24
27875,27,67
27876,27,50
27877,10,53
27878,23,0
27879,33,42
27880,48,94
27881,58,15
27882,17,8
27883,15,92
27884,1,38
27885,32,33
27886,53,26
27887,20,15
27888,61,93
27889,82,20
27890,95,35
27891,38,27
27892,38,59
27893,15,5
27894,11,46
27895,21,26
27896,41,7
27897,92,33
27898,25,23
27899,28,34
27900,27,5
27901,60,85
27902,41,39
27903,36,94
27904,49,9
27905,27,11
27906,38,83
27907,37,55
27908,55,60
27909,49,67
27910,4,0
27911,8,54
27912,20,33
27913,4,95
27914,69,68
27915,55,30
27916,36,17
27917,38,91
27918,57,77
27919,63,3
27920,15,27
27921,13,43
27922,84,66
27923,12,18
27924,30,60
27925,94,50
27926,82,56
27927,73,52
27928,8,31
27929,8,1
27930,20,87
27931,39,26
27932,47,20
27933,83,70
27934,6,16
27935,59,49
27936,0,25
27937,66,10
27938,71,25
27939,91,90
27940,44,24
27941,47,52
27942,44,21
27943,96,5
27944,66,59
27945,80,70
27946,17,34
27947,24,10
27948,47,84
27949,26,49
27950,53,62
27951,30,30
27952,83,96
27953,18,9
27954,72,80
27955,64,18
27956,58,10
27957,3,47
27958,15,72
27959,38,0
27960,9,5
27961,47,73
27962,13,87
27963,96,39
27964,8,82
27965,64,27
27966,13,19
27967,95,52
27968,27,5
27969,60,8
27970,75,64
27971,77,91
27972,76,19
27973,89,40
27974,86,72
27975,21,16
27976,33,36
27977,44,63
27978,20,15
27979,44,82
27980,82,12
27981,91,62
27982,20,99
27983,17,13
27984,80,54
27985,60,13
27986,85,67
27987,99,83
27988,18,11
27989,45,31
27990,21,95
27991,96,65
27992,51,80
27993,5,44
27994,99,83
27995,52,19
27996,11,17
27997,23,11
27998,87,78
27999,89,74
28000,83,8
28001,40,76
28002,61,57
28003,15,41
28004,71,29
28005,79,33
28006,18,32
28007,85,78
28008,77,6
28009,77,75
28010,54,12
28011,93,8
28012,55,92
28013,48,49
28014,51,39
28015,87,37
28016,13,41
28017,96,38
28018,17,99
28019,44,17
28020,82,67
28021,79,74
28022,46,71
28023,37,95
28024,15,30
28025,32,50
28026,27,20
28027,45,41
28028,57,73
28029,55,79
28030,89,27
28031,35,71
28032,38,67
28033,42,41
28034,83,8
28035,61,54
28036,98,60
28037,23,44
28038,42,46
28039,78,58
28040,70,7
28041,70,39
28042,77,25
28043,31,0
28044,18,14
28045,72,88
28046,20,69
28047,74,76
28048,71,25
28049,61,32
28050,3,41
28051,50,68
28052,40,8
28053,62,29
28054,76,15
28055,93,30
28056,5,84
28057,30,20
28058,33,54
28059,43,62
28060,43,1
28061,67,85
28062,71,49
28063,22,1
28064,55,49
28065,51,73
28066,98,22
28067,21,69
28068,81,45
28069,83,57
28070,27,7
28071,87,56
28072,90,46
28073,59,90
28074,17,82
28075,42,11
28076,81,5
28077,23,36
28078,10,97
28079,13,91
28080,86,59
28081,54,70
28082,11,43
28083,24,7
28084,7,63
28085,43,99
28086,13,50
28087,9,7
28088,90,97
28089,7,66
28090,10,4
28091,1,69
28092,66,92
28093,21,4
28094,73,61
28095,47,37
28096,96,72
28097,55,73
28098,43,41
28099,39,34
28100,27,76
28101,40,43
28102,69,17
28103,61,90
28104,63,90
28105,92,31
28106,77,44
28107,83,94
28108,4,84
28109,38,11
28110,70,59
28111,78,14
28112,34,67
28113,37,69
28114,56,57
28115,65,60
28116,84,63
28117,23,82
28118,51,50
28119,65,68
28120,73,78
28121,4,51
28122,44,1
28123,21,68
28124,8,90
28125,32,8
28126,81,36
28127,43,61
28128,47,2
28129,17,97
28130,39,83
28131,67,54
28132,14,11
28133,9,14
28134,13,87
28135,54,4
28136,60,79
28137,93,42
28138,72,42
28139,38,24
28140,3,72
28141,87,85
28142,73,94
28143,41,43
28144,73,27
28145,82,52
28146,53,53
28147,87,46
28148,31,80
28149,38,31
28150,83,95
28151,23,49
28152,86,62
28153,80,32
28154,11,57
28155,19,43
28156,3,13
28157,59,22
28158,69,78
28159,16,18
28160,26,54
28161,76,19
28162,31,48
28163,70,79
28164,6,71
28165,14,97
28166,85,36
28167,18,43
28168,71,86
28169,89,2
28170,99,52
28171,53,86
28172,68,30
28173,33,20
28174,69,78
28175,67,19
28176,52,44
28177,37,64
28178,94,7
28179,19,96
28180,93,72
28181,28,7
28182,9,30
28183,6,89
28184,10,1
28185,71,5
28186,28,27
28187,8,14
28188,3,96
28189,12,68
28190,80,23
28191,74,86
28192,35,3
28193,32,60
28194,56,95
28195,49,77
28196,19,36
28197,84,83
28198,48,78
28199,25,99
28200,39,87
28201,61,70
28202,18,2
28203,69,17
28204,86,33
28205,90,87
28206,99,20
28207,43,78
28208,27,25
28209,14,87
28210,92,97
28211,67,94
28212,48,40
28213,42,62
28214,13,16
28215,82,62
28216,58,76
28217,12,10
28218,74,30
28219,42,78
28220,38,78
28221,12,4
28222,34,39
28223,84,77
28224,89,6
28225,9,14
28226,18,45
28227,58,16
28228,37,24
28229,82,94
28230,8,45
28231,83,37
28232,55,27
28233,42,28
28234,50,45
28235,8,52
28236,2,79
28237,79,7
28238,83,92
28239,96,79
28240,63,98
28241,61,35
28242,4,40
28243,3,17
28244,80,64
28245,95,43
28246,49,69
28247,13,47
28248,3,64
28249,5,93
28250,30,92
28251,60,73
28252,95,9
28253,22,45
28254,2,30
28255,6,94
28256,4,73
28257,14,49
28258,59,15
28259,49,26
28260,37,52
28261,0,59
28262,36,68
28263,29,73
28264,60,47
28265,82,71
28266,27,71
28267,72,24
28268,18,12
28269,24,3
28270,86,28
28271,49,3
28272,71,96
28273,29,58
28274,43,17
28275,50,19
28276,92,56
28277,13,91
28278,72,91
28279,63,96
28280,54,99
28281,5,65
28282,42,60
28283,77,21
28284,75,19
28285,9,37
28286,97,69
28287,72,88
28288,20,56
28289,13,19
28290,5,36
28291,66,28
28292,39,67
28293,77,30
28294,36,57
28295,44,9
28296,20,95
28297,82,19
28298,8,17
28299,7,23
28300,12,42
28301,11,25
28302,24,56
28303,51,29
28304,92,19
28305,27,57
28306,89,28
28307,93,68
28308,83,63
28309,39,54
28310,80,52
28311,32,69
28312,77,86
28313,54,20
28314,88,79
28315,13,69
28316,57,58
28317,51,62
28318,32,77
28319,35,68
28320,47,61
28321,29,34
28322,40,42
28323,69,36
28324,63,29
28325,99,18
28326,52,90
28327,34,95
28328,47,40
28329,43,20
28330,80,93
28331,72,43
28332,56,16
28333,54,84
28334,50,98
28335,84,19
28336,76,57
28337,30,27
28338,16,73
28339,97,52
28340,21,25
28341,13,96
28342,22,90
28343,80,7
28344,29,74
28345,35,14
28346,66,11
28347,40,67
28348,74,83
28349,11,69
28350,25,13
28351,26,67
28352,40,34
28353,27,95
28354,79,49
28355,89,88
28356,19,35
28357,62,25
28358,1,88
28359,84,17
28360,39,68
28361,97,13
28362,24,86
28363,98,1
28364,99,59
28365,63,81
28366,8,68
28367,30,99
28368,28,86
28369,83,30
28370,36,44
28371,99,77
28372,76,76
28373,64,20
28374,87,93
28375,47,13
28376,25,24
28377,34,52
28378,69,85
28379,41,30
28380,74,53
28381,45,28
28382,41,8
28383,34,50
28384,38,53
28385,98,96
28386,5,23
28387,29,25
28388,57,38
28389,28,7
28390,11,96
28391,94,76
28392,51,20
28393,78,84
28394,64,12
28395,63,25
28396,22,64
28397,58,85
28398,16,47
28399,26,53
28400,93,19
28401,45,67
28402,58,70
28403,66,90
28404,99,60
28405,34,32
28406,78,86
28407,57,25
28408,82,4
28409,93,48
28410,21,26
28411,20,66
28412,9,8
28413,93,8
28414,6,99
28415,9,87
28416,57,8
28417,45,20
28418,87,59
28419,99,82
28420,13,40
28421,55,96
28422,39,15
28423,48,86
28424,14,26
28425,33,70
28426,63,73
28427,25,9
28428,51,87
28429,94,52
28430,89,63
28431,64,20
28432,50,94
28433,56,99
28434,21,33
28435,1,68
28436,84,25
28437,4,85
28438,81,27
28439,75,20
28440,58,39
28441,44,9
28442,98,0
28443,87,35
28444,98,83
28445,90,60
28446,18,95
28447,34,23
28448,43,25
28449,36,95
28450,6,17
28451,68,26
28452,86,10
28453,84,97
28454,34,99
28455,99,3
28456,9,86
28457,54,64
28458,24,5
28459,7,83
28460,29,73
28461,64,78
28462,84,42
28463,8,95
28464,62,49
28465,97,63
28466,19,52
28467,58,72
28468,91,3
28469,92,31
28470,12,93
28471,3,9
28472,18,72
28473,98,82
28474,21,33
28475,16,68
28476,44,24
28477,73,44
28478,44,43
28479,54,67
28480,31,12
28481,54,77
28482,4,3
28483,25,24
28484,60,37
28485,53,54
28486,84,51
28487,80,9
28488,5,79
28489,93,58
28490,67,92
28491,45,85
28492,55,53
28493,1,85
28494,38,1
28495,16,23
28496,91,42
28497,68,92
28498,9,94
28499,39,54
28500,6,31
28501,71,62
28502,81,53
28503,13,72
28504,37,49
28505,93,93
28506,57,32
28507,62,22
28508,76,71
28509,79,45
28510,7,56
28511,61,38
28512,33,79
28513,57,33
28514,56,5
28515,62,78
28516,88,89
28517,65,65
28518,55,78
28519,39,81
28520,49,14
28521,2,51
28522,33,70
28523,4,0
28524,2,6
28525,29,16
28526,59,31
28527,49,93
28528,63,37
28529,18,8
28530,57,11
28531,65,91
28532,73,23
28533,38,4
28534,61,90
28535,14,87
28536,73,68
28537,69,31
28538,83,87
28539,65,95
28540,79,47
28541,35,88
28542,89,50
28543,43,52
28544,4,52
28545,4,83
28546,82,7
28547,14,24
28548,13,10
28549,90,18
28550,84,54
28551,12,94
28552,51,55
28553,23,41
28554,0,8
28555,64,30
28556,26,64
28557,51,53
28558,57,40
28559,85,19
28560,9,64
28561,73,37
28562,62,17
28563,38,93
28564,8,9
28565,9,70
28566,3,77
28567,56,24
28568,93,90
28569,24,10
28570,10,32
28571,47,52
28572,23,22
28573,96,30
28574,19,66
28575,30,1
28576,35,95
28577,35,66
28578,81,65
28579,43,22
28580,37,7
28581,50,85
28582,55,35
28583,34,51
28584,4,85
28585,65,88
28586,59,33
28587,71,42
28588,53,75
28589,37,81
28590,19,69
28591,88,65
28592,66,70
28593,82,76
28594,52,18
28595,25,21
28596,38,59
28597,7,10
28598,7,73
28599,54,62
28600,56,40
28601,10,29
28602,47,50
28603,40,65
28604,28,54
28605,99,79
28606,95,67
28607,69,21
28608,92,71
28609,83,41
28610,30,74
28611,85,62
28612,75,73
28613,10,28
28614,10,0
28615,97,40
28616,18,31
28617,59,69
28618,22,78
28619,53,90
28620,22,83
28621,34,76
28622,0,25
28623,46,6
28624,29,39
28625,43,92
28626,55,43
28627,53,95
28628,34,74
28629,64,50
28630,66,64
28631,16,76
28632,5,80
28633,16,31
28634,42,17
28635,26,11
28636,56,44
28637,29,35
28638,28,83
28639,5,65
28640,87,20
28641,2,27
28642,93,98
28643,65,67
28644,98,5
28645,81,20
28646,84,87
28647,14,61
28648,63,91
28649,74,65
28650,18,36
28651,15,48
28652,68,3
28653,73,34
28654,36,33
28655,62,13
28656,82,30
28657,27,98
28658,26,13
28659,49,66
28660,23,62
28661,58,53
28662,70,48
28663,29,57
28664,39,64
28665,7,98
28666,52,68
28667,38,98
28668,1,73
28669,57,62
28670,81,4
28671,34,94
28672,25,72
28673,55,30
28674,2,3
28675,46,39
28676,79,1
28677,62,11
28678,60,30
28679,65,28
28680,7,33
28681,74,29
28682,53,77
28683,29,43
28684,4,56
28685,12,87
28686,44,72
28687,16,90
28688,99,29
28689,84,13
28690,11,25
28691,35,47
28692,52,26
28693,47,63
28694,38,87
28695,76,6
28696,8,59
28697,77,87
28698,24,38
28699,42,83
28700,73,55
28701,98,18
28702,53,91
28703,5,41
28704,66,11
28705,37,82
28706,90,41
28707,58,33
28708,57,35
28709,32,89
28710,24,21
28711,59,92
28712,33,30
28713,84,76
28714,24,59
28715,33,78
28716,11,34
28717,7,1
28718,41,87
28719,0,45
28720,50,58
28721,12,9
28722,49,34
28723,11,10
28724,63,59
28725,87,51
28726,47,76
28727,30,59
28728,12,24
28729,45,24
28730,41,19
28731,49,41
28732,73,47
28733,5,81
28734,27,33
28735,84,62
28736,79,42
28737,12,89
28738,32,23
28739,46,17
28740,59,87
28741,42,35
28742,88,51
28743,48,14
28744,16,51
28745,96,20
28746,13,24
28747,98,27
28748,15,60
28749,5,82
28750,16,87
28751,79,3
28752,48,77
28753,64,66
28754,45,74
28755,48,26
28756,23,29
28757,12,81
28758,47,91
28759,12,8
28760,73,14
28761,16,78
28762,89,74
28763,19,72
28764,91,49
28765,73,60
28766,19,70
28767,61,68
28768,47,56
28769,84,1
28770,17,38
28771,17,23
28772,95,55
28773,4,10
28774,17,5
28775,62,84
28776,94,2
28777,16,2
28778,34,16
28779,81,21
28780,37,96
28781,80,92
28782,48,61
28783,86,61
28784,66,57
28785,73,63
28786,62,44
28787,8,69
28788,91,31
28789,98,53
28790,23,12
28791,55,27
28792,98,72
28793,18,87
28794,32,38
28795,98,43
28796,8,51
28797,9,37
28798,47,38
28799,64,71
28800,89,57
28801,12,14
28802,41,63
28803,93,12
28804,98,97
28805,53,53
28806,88,47
28807,37,12
28808,50,91
28809,39,21
28810,45,38
28811,66,77
28812,91,58
28813,27,37
28814,74,62
28815,73,7
28816,96,63
28817,6,26
28818,45,42
28819,86,38
28820,98,57
28821,29,80
28822,76,19
28823,41,42
28824,58,16
28825,9,85
28826,61,88
28827,87,33
28828,63,6
28829,78,82
28830,28,89
28831,52,53
28832,7,69
28833,77,34
28834,70,33
28835,63,52
28836,1,83
28837,25,21
28838,80,48
28839,24,99
28840,86,94
28841,85,71
28842,92,27
28843,49,29
28844,64,60
28845,21,25
28846,0,37
28847,88,22
28848,39,92
28849,25,40
28850,32,31
28851,51,99
28852,17,34
28853,64,29
28854,99,5
28855,1,46
28856,3,32
28857,74,10
28858,45,5
28859,88,94
28860,51,10
28861,23,23
28862,32,9
28863,94,87
28864,47,46
28865,89,41
28866,19,97
28867,63,12
28868,48,15
28869,56,61
28870,13,71
28871,79,70
28872,53,75
28873,80,94
28874,37,56
28875,70,21
28876,86,91
28877,10,1
28878,3,27
28879,65,31
28880,40,96
28881,54,15
28882,94,44
28883,33,69
28884,78,5
28885,38,71
28886,91,59
28887,87,74
28888,58,1
28889,98,84
28890,48,66
28891,76,8
28892,9,45
28893,5,70
28894,58,46
28895,69,55
28896,75,37
28897,94,74
28898,69,42
28899,78,56
28900,55,86
28901,77,71
28902,60,48
28903,93,68
28904,87,19
28905,16,1
28906,67,13
28907,23,59
28908,76,88
28909,96,53
28910,74,79
28911,25,60
28912,46,65
28913,37,82
28914,89,58
28915,91,89
28916,29,79
28917,95,21
28918,40,9
28919,24,84
28920,97,65
28921,23,58
28922,41,9
28923,0,48
28924,45,97
28925,49,2
28926,60,43
28927,35,7
28928,90,1
28929,1,99
28930,44,83
28931,92,61
28932,14,14
28933,55,24
28934,67,79
28935,36,48
28936,99,10
28937,6,8
28938,45,97
28939,64,25
28940,36,22
28941,0,86
28942,88,1
28943,95,76
28944,38,67
28945,44,13
28946,56,28
28947,68,92
28948,37,94
28949,6,30
28950,2,90
28951,61,32
28952,37,0
28953,93,16
28954,36,14
28955,34,40
28956,25,71
28957,70,64
28958,24,59
28959,62,13
28960,98,49
28961,66,4
28962,1,53
28963,87,32
28964,1,80
28965,30,17
28966,38,61
28967,9,68
28968,9,71
28969,83,78
28970,79,88
28971,55,89
28972,95,25
28973,23,36
28974,15,24
28975,45,1
28976,65,27
28977,38,60
28978,89,53
28979,65,64
28980,51,59
28981,12,88
28982,60,19
28983,78,95
28984,7,82
28985,46,22
28986,60,47
28987,49,46
28988,71,81
28989,52,94
28990,61,6
28991,88,57
28992,18,35
28993,68,67
28994,25,98
28995,98,51
28996,24,5
28997,77,60
28998,6,76
28999,98,85
29000,81,99
29001,6,12
29002,62,25
29003,66,4
29004,81,26
29005,65,53
29006,80,52
29007,65,70
29008,43,9
29009,44,81
29010,87,0
29011,49,86
29012,43,25
29013,51,48
29014,29,89
29015,64,49
29016,72,17
29017,7,57
29018,27,18
29019,74,48
29020,77,56
29021,74,95
29022,65,89
29023,17,47
29024,71,30
29025,5,3
29026,53,16
29027,25,30
29028,58,54
29029,11,1
29030,93,16
29031,95,32
29032,0,16
29033,96,78
29034,12,62
29035,78,87
29036,57,95
29037,71,62
29038,97,4
29039,54,35
29040,18,14
29041,6,72
29042,65,83
29043,28,34
29044,83,26
29045,76,47
29046,47,44
29047,13,98
29048,21,76
29049,15,13
29050,1,28
29051,0,33
29052,94,97
29053,7,65
29054,7,87
29055,41,26
29056,20,43
29057,82,57
29058,35,6
29059,96,1
29060,25,35
29061,17,4
29062,5,6
29063,99,17
29064,55,95
29065,32,24
29066,97,82
29067,11,87
29068,41,94
29069,47,73
29070,57,7
29071,75,65
29072,87,9
29073,71,48
29074,81,8
29075,18,83
29076,30,96
29077,39,57
29078,88,4
29079,61,77
29080,86,56
29081,63,52
29082,72,8
29083,62,10
29084,81,50
29085,95,56
29086,50,39
29087,57,49
29088,51,87
29089,11,71
29090,87,71
29091,29,10
29092,55,95
29093,54,98
29094,75,56
29095,99,52
29096,72,50
29097,77,61
29098,61,87
29099,62,57
29100,6,60
29101,1,38
29102,21,42
29103,82,27
29104,12,81
29105,73,84
29106,54,37
29107,85,54
29108,10,36
29109,25,28
29110,26,39
29111,20,38
29112,98,20
29113,89,8
29114,31,34
29115,54,43
29116,96,50
29117,6,20
29118,95,69
29119,53,67
29120,37,5
29121,24,65
29122,50,7
29123,49,0
29124,96,42
29125,87,1
29126,85,3
29127,82,65
29128,44,83
29129,98,53
29130,37,49
29131,5,56
29132,50,76
29133,87,34
29134,70,96
29135,73,50
29136,67,63
29137,22,27
29138,33,80
29139,75,9
29140,65,56
29141,21,73
29142,6,55
29143,57,60
29144,24,85
29145,61,79
29146,62,57
29147,68,98
29148,50,52
29149,45,15
29150,33,38
29151,4,36
29152,81,65
29153,66,53
29154,12,28
29155,91,62
29156,30,54
29157,29,95
29158,58,98
29159,80,45
29160,52,40
29161,98,26
29162,10,50
29163,31,99
29164,16,98
29165,43,79
29166,91,73
29167,1,92
29168,81,21
29169,59,62
29170,40,80
29171,13,24
29172,89,90
29173,10,79
29174,62,19
29175,35,95
29176,72,73
29177,6,86
29178,19,7
29179,24,93
29180,48,9
29181,75,29
29182,51,17
29183,69,26
29184,78,95
29185,43,47
29186,36,74
29187,95,50
29188,88,63
29189,53,86
29190,78,98
29191,97,90
29192,5,36
29193,78,87
29194,58,77
29195,60,69
29196,17,78
29197,89,79
29198,70,40
29199,68,2
29200,8,61
29201,0,72
29202,93,96
29203,3,24
29204,24,64
29205,4,6
29206,4,9
29207,22,59
29208,52,0
29209,7,78
29210,73,50
29211,81,39
29212,16,3
29213,41,82
29214,53,72
29215,86,83
29216,49,48
29217,78,62
29218,94,81
29219,79,50
29220,15,33
29221,88,18
29222,71,69
29223,70,19
29224,52,74
29225,0,39
29226,21,21
29227,38,18
29228,85,55
29229,14,12
29230,66,95
29231,51,18
29232,75,64
29233,56,5
29234,40,74
29235,18,20
29236,11,46
29237,97,29
29238,5,72
29239,65,62
29240,95,0
29241,17,46
29242,23,99
29243,71,29
29244,45,8
29245,52,19
29246,27,16
29247,43,99
29248,29,33
29249,57,31
29250,13,65
29251,74,83
29252,61,49
29253,47,85
29254,76,50
29255,50,84
29256,4,32
29257,8,58
29258,62,93
29259,0,83
29260,27,87
29261,2,30
29262,84,28
29263,95,51
29264,21,13
29265,54,64
29266,55,77
29267,77,11
29268,91,54
29269,89,52
29270,41,40
29271,55,76
29272,85,11
29273,32,28
29274,86,5
